,Category,Citation Category,Year,Count
2768,"Computational Theory, Algorithms and Mathematics","Web, Mobile and Multimedia Technologies",2016,12
2769,Graphics and Computer-Aided Design,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,82
2770,Graphics and Computer-Aided Design,"Architecture, Embedded Systems and Electronics, Robotics",2016,24
2771,Graphics and Computer-Aided Design,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,409
2772,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,31
2773,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2016,257
2774,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2016,2050
2775,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2016,20
2776,Graphics and Computer-Aided Design,Human Computer Interaction,2016,201
2777,Graphics and Computer-Aided Design,Networks and Communications,2016,3
2778,Graphics and Computer-Aided Design,Security and Privacy,2016,3
2779,Graphics and Computer-Aided Design,Society and the Computing Profession,2016,8
2780,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2016,69
2781,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2016,4
2782,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,54
2783,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2016,236
2784,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,43
2785,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,30
2786,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2016,27
2787,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2016,27
2788,"Hardware, Power and Energy","Hardware, Power and Energy",2016,505
2789,"Hardware, Power and Energy",Human Computer Interaction,2016,47
2790,"Hardware, Power and Energy",Networks and Communications,2016,179
2791,"Hardware, Power and Energy",Security and Privacy,2016,34
2792,"Hardware, Power and Energy",Society and the Computing Profession,2016,39
2793,"Hardware, Power and Energy",Software Engineering and Programming Languages,2016,155
2794,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2016,1
2795,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,104
2796,Human Computer Interaction,"Architecture, Embedded Systems and Electronics, Robotics",2016,29
2797,Human Computer Interaction,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,115
2798,Human Computer Interaction,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,148
2799,Human Computer Interaction,"Computational Theory, Algorithms and Mathematics",2016,34
2800,Human Computer Interaction,Graphics and Computer-Aided Design,2016,90
2801,Human Computer Interaction,"Hardware, Power and Energy",2016,64
2802,Human Computer Interaction,Human Computer Interaction,2016,1072
2803,Human Computer Interaction,Networks and Communications,2016,78
2804,Human Computer Interaction,Security and Privacy,2016,30
2805,Human Computer Interaction,Society and the Computing Profession,2016,119
2806,Human Computer Interaction,Software Engineering and Programming Languages,2016,58
2807,Human Computer Interaction,"Web, Mobile and Multimedia Technologies",2016,40
2808,Networks and Communications,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,30
2809,Networks and Communications,"Architecture, Embedded Systems and Electronics, Robotics",2016,149
2810,Networks and Communications,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,25
2811,Networks and Communications,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,74
2812,Networks and Communications,"Computational Theory, Algorithms and Mathematics",2016,52
2813,Networks and Communications,Graphics and Computer-Aided Design,2016,6
2814,Networks and Communications,"Hardware, Power and Energy",2016,137
2815,Networks and Communications,Human Computer Interaction,2016,28
2816,Networks and Communications,Networks and Communications,2016,1175
2817,Networks and Communications,Security and Privacy,2016,87
2818,Networks and Communications,Society and the Computing Profession,2016,33
2819,Networks and Communications,Software Engineering and Programming Languages,2016,289
2820,Networks and Communications,"Web, Mobile and Multimedia Technologies",2016,15
2821,Security and Privacy,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,51
2822,Security and Privacy,"Architecture, Embedded Systems and Electronics, Robotics",2016,69
2823,Security and Privacy,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,28
2824,Security and Privacy,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,93
2825,Security and Privacy,"Computational Theory, Algorithms and Mathematics",2016,94
2826,Security and Privacy,Graphics and Computer-Aided Design,2016,3
2827,Security and Privacy,"Hardware, Power and Energy",2016,62
2828,Security and Privacy,Human Computer Interaction,2016,41
2829,Security and Privacy,Networks and Communications,2016,119
2830,Security and Privacy,Security and Privacy,2016,811
2831,Security and Privacy,Society and the Computing Profession,2016,237
2832,Security and Privacy,Software Engineering and Programming Languages,2016,232
2833,Security and Privacy,"Web, Mobile and Multimedia Technologies",2016,31
2834,Society and the Computing Profession,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,128
2835,Society and the Computing Profession,"Architecture, Embedded Systems and Electronics, Robotics",2016,97
2836,Society and the Computing Profession,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,38
2837,Society and the Computing Profession,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,89
2838,Society and the Computing Profession,"Computational Theory, Algorithms and Mathematics",2016,31
2839,Society and the Computing Profession,Graphics and Computer-Aided Design,2016,11
2840,Society and the Computing Profession,"Hardware, Power and Energy",2016,70
2841,Society and the Computing Profession,Human Computer Interaction,2016,160
2842,Society and the Computing Profession,Networks and Communications,2016,45
2843,Society and the Computing Profession,Security and Privacy,2016,71
2844,Society and the Computing Profession,Society and the Computing Profession,2016,506
2845,Society and the Computing Profession,Software Engineering and Programming Languages,2016,186
2846,Society and the Computing Profession,"Web, Mobile and Multimedia Technologies",2016,16
2847,Software Engineering and Programming Languages,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,22
2848,Software Engineering and Programming Languages,"Architecture, Embedded Systems and Electronics, Robotics",2016,166
2849,Software Engineering and Programming Languages,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,34
2850,Software Engineering and Programming Languages,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,93
2851,Software Engineering and Programming Languages,"Computational Theory, Algorithms and Mathematics",2016,129
2852,Software Engineering and Programming Languages,Graphics and Computer-Aided Design,2016,39
2853,Software Engineering and Programming Languages,"Hardware, Power and Energy",2016,94
2854,Software Engineering and Programming Languages,Human Computer Interaction,2016,54
2855,Software Engineering and Programming Languages,Networks and Communications,2016,80
2856,Software Engineering and Programming Languages,Security and Privacy,2016,48
2857,Software Engineering and Programming Languages,Society and the Computing Profession,2016,145
2858,Software Engineering and Programming Languages,Software Engineering and Programming Languages,2016,957
2859,Software Engineering and Programming Languages,"Web, Mobile and Multimedia Technologies",2016,6
2860,"Web, Mobile and Multimedia Technologies","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2016,90
2861,"Web, Mobile and Multimedia Technologies","Architecture, Embedded Systems and Electronics, Robotics",2016,22
2862,"Web, Mobile and Multimedia Technologies","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2016,136
2863,"Web, Mobile and Multimedia Technologies","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2016,426
2864,"Web, Mobile and Multimedia Technologies","Computational Theory, Algorithms and Mathematics",2016,46
2865,"Web, Mobile and Multimedia Technologies",Graphics and Computer-Aided Design,2016,6
2866,"Web, Mobile and Multimedia Technologies","Hardware, Power and Energy",2016,38
2867,"Web, Mobile and Multimedia Technologies",Human Computer Interaction,2016,199
2868,"Web, Mobile and Multimedia Technologies",Networks and Communications,2016,71
2869,"Web, Mobile and Multimedia Technologies",Security and Privacy,2016,28
2870,"Web, Mobile and Multimedia Technologies",Society and the Computing Profession,2016,47
2871,"Web, Mobile and Multimedia Technologies",Software Engineering and Programming Languages,2016,77
2872,"Web, Mobile and Multimedia Technologies","Web, Mobile and Multimedia Technologies",2016,74
2873,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,223
2874,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Architecture, Embedded Systems and Electronics, Robotics",2017,33
2875,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,126
2876,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,127
2877,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Computational Theory, Algorithms and Mathematics",2017,72
2878,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Graphics and Computer-Aided Design,2017,156
2879,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Hardware, Power and Energy",2017,29
2880,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Human Computer Interaction,2017,185
2881,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Networks and Communications,2017,32
2882,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Security and Privacy,2017,15
2883,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Society and the Computing Profession,2017,148
2884,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Software Engineering and Programming Languages,2017,84
2885,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Web, Mobile and Multimedia Technologies",2017,40
2886,"Architecture, Embedded Systems and Electronics, Robotics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,64
2887,"Architecture, Embedded Systems and Electronics, Robotics","Architecture, Embedded Systems and Electronics, Robotics",2017,682
2888,"Architecture, Embedded Systems and Electronics, Robotics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,143
2889,"Architecture, Embedded Systems and Electronics, Robotics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,274
2890,"Architecture, Embedded Systems and Electronics, Robotics","Computational Theory, Algorithms and Mathematics",2017,112
2891,"Architecture, Embedded Systems and Electronics, Robotics",Graphics and Computer-Aided Design,2017,68
2892,"Architecture, Embedded Systems and Electronics, Robotics","Hardware, Power and Energy",2017,497
2893,"Architecture, Embedded Systems and Electronics, Robotics",Human Computer Interaction,2017,76
2894,"Architecture, Embedded Systems and Electronics, Robotics",Networks and Communications,2017,285
2895,"Architecture, Embedded Systems and Electronics, Robotics",Security and Privacy,2017,89
2896,"Architecture, Embedded Systems and Electronics, Robotics",Society and the Computing Profession,2017,59
2897,"Architecture, Embedded Systems and Electronics, Robotics",Software Engineering and Programming Languages,2017,763
2898,"Architecture, Embedded Systems and Electronics, Robotics","Web, Mobile and Multimedia Technologies",2017,38
2899,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,67
2900,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Architecture, Embedded Systems and Electronics, Robotics",2017,53
2901,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,562
2902,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,470
2903,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Computational Theory, Algorithms and Mathematics",2017,55
2904,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Graphics and Computer-Aided Design,2017,330
2905,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Hardware, Power and Energy",2017,60
2906,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Human Computer Interaction,2017,129
2907,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Networks and Communications,2017,13
2908,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Security and Privacy,2017,45
2909,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Society and the Computing Profession,2017,31
2910,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Software Engineering and Programming Languages,2017,116
2911,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Web, Mobile and Multimedia Technologies",2017,57
2912,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,58
2913,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Architecture, Embedded Systems and Electronics, Robotics",2017,90
2914,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,280
2915,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,1050
2916,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Computational Theory, Algorithms and Mathematics",2017,134
2917,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Graphics and Computer-Aided Design,2017,11
2918,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Hardware, Power and Energy",2017,83
2919,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Human Computer Interaction,2017,151
2920,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Networks and Communications,2017,57
2921,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Security and Privacy,2017,19
2922,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Society and the Computing Profession,2017,37
2923,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Software Engineering and Programming Languages,2017,258
2924,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Web, Mobile and Multimedia Technologies",2017,76
2925,"Computational Theory, Algorithms and Mathematics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,30
2926,"Computational Theory, Algorithms and Mathematics","Architecture, Embedded Systems and Electronics, Robotics",2017,62
2927,"Computational Theory, Algorithms and Mathematics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,52
2928,"Computational Theory, Algorithms and Mathematics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,162
2929,"Computational Theory, Algorithms and Mathematics","Computational Theory, Algorithms and Mathematics",2017,550
2930,"Computational Theory, Algorithms and Mathematics",Graphics and Computer-Aided Design,2017,59
2931,"Computational Theory, Algorithms and Mathematics","Hardware, Power and Energy",2017,45
2932,"Computational Theory, Algorithms and Mathematics",Human Computer Interaction,2017,18
2933,"Computational Theory, Algorithms and Mathematics",Networks and Communications,2017,28
2934,"Computational Theory, Algorithms and Mathematics",Security and Privacy,2017,63
2935,"Computational Theory, Algorithms and Mathematics",Society and the Computing Profession,2017,26
2936,"Computational Theory, Algorithms and Mathematics",Software Engineering and Programming Languages,2017,386
2937,"Computational Theory, Algorithms and Mathematics","Web, Mobile and Multimedia Technologies",2017,13
2938,Graphics and Computer-Aided Design,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,72
2939,Graphics and Computer-Aided Design,"Architecture, Embedded Systems and Electronics, Robotics",2017,18
2940,Graphics and Computer-Aided Design,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,305
2941,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,13
2942,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2017,324
2943,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2017,2118
2944,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2017,39
2945,Graphics and Computer-Aided Design,Human Computer Interaction,2017,124
2946,Graphics and Computer-Aided Design,Networks and Communications,2017,4
2947,Graphics and Computer-Aided Design,Security and Privacy,2017,0
2948,Graphics and Computer-Aided Design,Society and the Computing Profession,2017,5
2949,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2017,63
2950,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2017,5
2951,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,37
2952,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2017,246
2953,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,20
2954,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,57
2955,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2017,24
2956,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2017,28
2957,"Hardware, Power and Energy","Hardware, Power and Energy",2017,508
2958,"Hardware, Power and Energy",Human Computer Interaction,2017,69
2959,"Hardware, Power and Energy",Networks and Communications,2017,126
2960,"Hardware, Power and Energy",Security and Privacy,2017,29
2961,"Hardware, Power and Energy",Society and the Computing Profession,2017,43
2962,"Hardware, Power and Energy",Software Engineering and Programming Languages,2017,201
2963,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2017,11
2964,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,106
2965,Human Computer Interaction,"Architecture, Embedded Systems and Electronics, Robotics",2017,35
2966,Human Computer Interaction,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,87
2967,Human Computer Interaction,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,71
2968,Human Computer Interaction,"Computational Theory, Algorithms and Mathematics",2017,18
2969,Human Computer Interaction,Graphics and Computer-Aided Design,2017,93
2970,Human Computer Interaction,"Hardware, Power and Energy",2017,50
2971,Human Computer Interaction,Human Computer Interaction,2017,1196
2972,Human Computer Interaction,Networks and Communications,2017,37
2973,Human Computer Interaction,Security and Privacy,2017,39
2974,Human Computer Interaction,Society and the Computing Profession,2017,154
2975,Human Computer Interaction,Software Engineering and Programming Languages,2017,71
2976,Human Computer Interaction,"Web, Mobile and Multimedia Technologies",2017,64
2977,Networks and Communications,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,30
2978,Networks and Communications,"Architecture, Embedded Systems and Electronics, Robotics",2017,95
2979,Networks and Communications,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,40
2980,Networks and Communications,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,83
2981,Networks and Communications,"Computational Theory, Algorithms and Mathematics",2017,52
2982,Networks and Communications,Graphics and Computer-Aided Design,2017,4
2983,Networks and Communications,"Hardware, Power and Energy",2017,96
2984,Networks and Communications,Human Computer Interaction,2017,30
2985,Networks and Communications,Networks and Communications,2017,1098
2986,Networks and Communications,Security and Privacy,2017,96
2987,Networks and Communications,Society and the Computing Profession,2017,42
2988,Networks and Communications,Software Engineering and Programming Languages,2017,229
2989,Networks and Communications,"Web, Mobile and Multimedia Technologies",2017,27
2990,Security and Privacy,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,51
2991,Security and Privacy,"Architecture, Embedded Systems and Electronics, Robotics",2017,71
2992,Security and Privacy,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,77
2993,Security and Privacy,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,89
2994,Security and Privacy,"Computational Theory, Algorithms and Mathematics",2017,80
2995,Security and Privacy,Graphics and Computer-Aided Design,2017,0
2996,Security and Privacy,"Hardware, Power and Energy",2017,66
2997,Security and Privacy,Human Computer Interaction,2017,110
2998,Security and Privacy,Networks and Communications,2017,106
2999,Security and Privacy,Security and Privacy,2017,683
3000,Security and Privacy,Society and the Computing Profession,2017,193
3001,Security and Privacy,Software Engineering and Programming Languages,2017,199
3002,Security and Privacy,"Web, Mobile and Multimedia Technologies",2017,20
3003,Society and the Computing Profession,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,115
3004,Society and the Computing Profession,"Architecture, Embedded Systems and Electronics, Robotics",2017,30
3005,Society and the Computing Profession,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,43
3006,Society and the Computing Profession,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,67
3007,Society and the Computing Profession,"Computational Theory, Algorithms and Mathematics",2017,13
3008,Society and the Computing Profession,Graphics and Computer-Aided Design,2017,0
3009,Society and the Computing Profession,"Hardware, Power and Energy",2017,47
3010,Society and the Computing Profession,Human Computer Interaction,2017,185
3011,Society and the Computing Profession,Networks and Communications,2017,20
3012,Society and the Computing Profession,Security and Privacy,2017,58
3013,Society and the Computing Profession,Society and the Computing Profession,2017,519
3014,Society and the Computing Profession,Software Engineering and Programming Languages,2017,125
3015,Society and the Computing Profession,"Web, Mobile and Multimedia Technologies",2017,20
3016,Software Engineering and Programming Languages,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,14
3017,Software Engineering and Programming Languages,"Architecture, Embedded Systems and Electronics, Robotics",2017,130
3018,Software Engineering and Programming Languages,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,25
3019,Software Engineering and Programming Languages,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,52
3020,Software Engineering and Programming Languages,"Computational Theory, Algorithms and Mathematics",2017,144
3021,Software Engineering and Programming Languages,Graphics and Computer-Aided Design,2017,7
3022,Software Engineering and Programming Languages,"Hardware, Power and Energy",2017,51
3023,Software Engineering and Programming Languages,Human Computer Interaction,2017,24
3024,Software Engineering and Programming Languages,Networks and Communications,2017,30
3025,Software Engineering and Programming Languages,Security and Privacy,2017,32
3026,Software Engineering and Programming Languages,Society and the Computing Profession,2017,67
3027,Software Engineering and Programming Languages,Software Engineering and Programming Languages,2017,840
3028,Software Engineering and Programming Languages,"Web, Mobile and Multimedia Technologies",2017,7
3029,"Web, Mobile and Multimedia Technologies","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2017,92
3030,"Web, Mobile and Multimedia Technologies","Architecture, Embedded Systems and Electronics, Robotics",2017,71
3031,"Web, Mobile and Multimedia Technologies","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2017,122
3032,"Web, Mobile and Multimedia Technologies","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2017,280
3033,"Web, Mobile and Multimedia Technologies","Computational Theory, Algorithms and Mathematics",2017,43
3034,"Web, Mobile and Multimedia Technologies",Graphics and Computer-Aided Design,2017,16
3035,"Web, Mobile and Multimedia Technologies","Hardware, Power and Energy",2017,75
3036,"Web, Mobile and Multimedia Technologies",Human Computer Interaction,2017,313
3037,"Web, Mobile and Multimedia Technologies",Networks and Communications,2017,138
3038,"Web, Mobile and Multimedia Technologies",Security and Privacy,2017,52
3039,"Web, Mobile and Multimedia Technologies",Society and the Computing Profession,2017,53
3040,"Web, Mobile and Multimedia Technologies",Software Engineering and Programming Languages,2017,68
3041,"Web, Mobile and Multimedia Technologies","Web, Mobile and Multimedia Technologies",2017,74
3042,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,289
3043,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Architecture, Embedded Systems and Electronics, Robotics",2018,52
3044,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,180
3045,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,167
3046,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Computational Theory, Algorithms and Mathematics",2018,75
3047,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Graphics and Computer-Aided Design,2018,121
3048,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Hardware, Power and Energy",2018,28
3049,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Human Computer Interaction,2018,216
3050,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Networks and Communications,2018,23
3051,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Security and Privacy,2018,34
3052,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Society and the Computing Profession,2018,138
3053,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Software Engineering and Programming Languages,2018,95
3054,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Web, Mobile and Multimedia Technologies",2018,70
3055,"Architecture, Embedded Systems and Electronics, Robotics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2018,49
3056,"Architecture, Embedded Systems and Electronics, Robotics","Architecture, Embedded Systems and Electronics, Robotics",2018,579
3057,"Architecture, Embedded Systems and Electronics, Robotics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2018,182
3058,"Architecture, Embedded Systems and Electronics, Robotics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2018,260
3059,"Architecture, Embedded Systems and Electronics, Robotics","Computational Theory, Algorithms and Mathematics",2018,134
3060,"Architecture, Embedded Systems and Electronics, Robotics",Graphics and Computer-Aided Design,2018,76
3061,"Architecture, Embedded Systems and Electronics, Robotics","Hardware, Power and Energy",2018,333
